"Data","Study","sample_ids","GEO.series.accession.or.data.source","GEO.sample.accession.or.dataset.name","Author.described.protocol","Protocol.classification.region","Original.protocol.cited","Batch.variable","Age","Condition","Donor.ID..cell.line","Sequencing.platform","Normalization.of.available.data","Normalization.for.this.study","unprocessed_seurat_path","processed_seurat_path","pre_qc_cell_number","post_qc_cell_number","mean_mito","median_mito","mean_feature","median_feature","mean_count","median_count","dividing_cons_coexp_metric","intProg_cons_coexp_metric","nProg_cons_coexp_metric","glut_cons_coexp_metric","gaba_cons_coexp_metric","nonN_cons_coexp_metric","micro_cons_coexp_metric","egad_auc_gaba_markers","egad_auc_glut_markers","egad_auc_nonN_markers","egad_auc_intProg_markers","egad_auc_divProg_markers","egad_auc_nProg_markers","egad_auc_micro_markers","go_nProg_missing_ratio","go_nProg_no_exp_ratio","go_nProg_mean_counts","go_nProg_median_counts","go_divProg_missing_ratio","go_divProg_no_exp_ratio","go_divProg_mean_counts","go_divProg_median_counts","go_intProg_missing_ratio","go_intProg_no_exp_ratio","go_intProg_mean_counts","go_intProg_median_counts","go_glut_missing_ratio","go_glut_no_exp_ratio","go_glut_mean_counts","go_glut_median_counts","go_gaba_missing_ratio","go_gaba_no_exp_ratio","go_gaba_mean_counts","go_gaba_median_counts","go_nonN_missing_ratio","go_nonN_no_exp_ratio","go_nonN_mean_counts","go_nonN_median_counts","go_micro_missing_ratio","go_micro_no_exp_ratio","go_micro_mean_counts","go_micro_median_counts","treatment","genome_cons_coexp_score"
"","Szebényi et al. 2021","szebenyi_3","GSE180122","GSM5456196","cerebral","undirected","Giandomenico et al. 2019","Cell line/Condition","No annotation","ALS/FTD","CS29iALS-C9nxx","scRNA-seq 10X","Default Seurat log normalization  ","Default Seurat log normalization  ","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/szebenyi_2021_FTD3_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/szebenyi_2021_FTD3_seurat_processed.Rdata",11857,11375,0.848668552114028,0.838216261508839,3139.7781978022,2997,3629.2974741639,3667.75597272729,0.999467779442645,0.837339875467364,0.975452948553897,0.932698745605205,0.745051470806616,0.918396055875103,0.514206446503803,0.799539754140327,0.846954796411318,0.941297777777778,0.746955120433613,0.966777625289348,0.95092578226015,0.61897407157346,0.0131578947368421,0,2975.73556280286,2031.05724521372,0,0,1058.87122896143,695.540195492149,0.0126582278481013,0.0128205128205128,1446.01383285703,421.736177562321,0,0,3235.3180517824,1458.1704802387,0.0120481927710843,0.0487804878048781,793.229388385215,162.194135850506,0,0,2310.9474966148,1077.93875793773,0.131313131313131,0.116279069767442,1100.47313380888,88.2693685669533,"Treated",0.734234345049751
"","Szebényi et al. 2021","szebenyi_4","GSE180122","GSM5456197","cerebral","undirected","Giandomenico et al. 2019","Cell line/Condition","No annotation","ALS/FTD","CS29iALS-C9nxx","scRNA-seq 10X","Default Seurat log normalization  ","Default Seurat log normalization  ","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/szebenyi_2021_FTD4_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/szebenyi_2021_FTD4_seurat_processed.Rdata",10942,10464,0.821061205528575,0.822943596820289,3143.05112767584,2993,3644.17277863056,3678.33127026449,0.999419298109423,0.810279204200116,0.972358022697035,0.928881184498379,0.738098355042287,0.908170332060515,0.514191555459862,0.818859780703567,0.824663830659075,0.927409454545455,0.720287633094965,0.972632494548906,0.939756594259116,0.64666028274591,0.0131578947368421,0,2604.66113210803,1768.58626526621,0,0,873.170474499675,561.495039162731,0.0126582278481013,0.0128205128205128,1347.96509801432,410.613020707992,0,0.0108695652173913,2933.99352364066,1219.84071315533,0.0120481927710843,0.0121951219512195,771.431329945921,177.289035047753,0,0.0133333333333333,2026.38656371662,960.08313516032,0.131313131313131,0.104651162790698,1005.08916072745,66.6010448691592,"Treated",0.729201382307058
"","Szebényi et al. 2021","szebenyi_5","GSE180122","GSM5456194","cerebral","undirected","Giandomenico et al. 2019","Cell line/Condition","No annotation","Isogenic control","CS29iALS-C9n1.ISOxx","scRNA-seq 10X","Default Seurat log normalization  ","Default Seurat log normalization  ","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/szebenyi_2021_ISO1_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/szebenyi_2021_ISO1_seurat_processed.Rdata",12329,11880,0.850432918736783,0.836018154756537,3263.46523569024,3236,3686.27687531069,3770.99560786951,0.999545798748273,0.844059706405471,0.967149209724975,0.937937982166537,0.743306698688029,0.903351185009748,0.504738794001204,0.805461093176732,0.842297489648033,0.918734868686869,0.778068536057964,0.97709535528088,0.939694207395914,0.625959120352596,0.0131578947368421,0.0133333333333333,2906.03366488497,1854.45226520521,0,0,1126.05298815881,753.657997671463,0.0126582278481013,0.0128205128205128,1252.17613423773,379.570130012464,0,0.0217391304347826,3735.33864191378,1823.04441865833,0.0120481927710843,0.0609756097560976,953.96396587433,202.490703620646,0,0.0133333333333333,2470.87944501006,1167.23202265695,0.131313131313131,0.0697674418604651,1229.91599997103,100.206893439334,"Treated",0.729702572932523
"","Szebényi et al. 2021","szebenyi_6","GSE180122","GSM5456195","cerebral","undirected","Giandomenico et al. 2019","Cell line/Condition","No annotation","Isogenic control","CS29iALS-C9n1.ISOxx","scRNA-seq 10X","Default Seurat log normalization  ","Default Seurat log normalization  ","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/szebenyi_2021_ISO2_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/szebenyi_2021_ISO2_seurat_processed.Rdata",10866,10426,0.860395348846944,0.838320056437381,3358.35603299444,3345.5,3742.74507034244,3841.43413449781,0.999395960670068,0.811287230846698,0.960543837177651,0.924084448362604,0.735733062269863,0.885206019301722,0.484565750305999,0.812542328427278,0.828970949792961,0.917166545454545,0.763017909300825,0.977142915980836,0.950349107835531,0.590445496663641,0.0131578947368421,0,2541.48095281106,1744.55133648633,0,0,778.652903718695,480.956115304437,0.0126582278481013,0.0256410256410256,1092.66199396992,331.994916935242,0,0.0217391304347826,3604.789851751,1929.83515106634,0.0120481927710843,0.0365853658536585,873.426921992927,165.359763949967,0,0.0133333333333333,2140.28974341808,1076.74569702736,0.131313131313131,0.0697674418604651,1074.0295529232,86.3583962414625,"Treated",0.714852578898493
"","Szebényi et al. 2021","szebenyi_7","GSE180122","GSM5456188","cerebral","undirected","Giandomenico et al. 2019","Cell line/Condition","No annotation","Normal","WTSli042-B","scRNA-seq 10X","Default Seurat log normalization  ","Default Seurat log normalization  ","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/szebenyi_2021_WT1_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/szebenyi_2021_WT1_seurat_processed.Rdata",17184,17184,1.2527735923165,1.17847986488354,1998.36050977654,1895,2909.37003157138,2966.29917818498,0.999657652458658,0.796040854584868,0.960479316494145,0.909539489583837,0.711332108850114,0.895921214171782,0.490517993507505,0.685805253605289,0.845023507591442,0.914744242424242,0.692821234017102,0.977705308999906,0.927205844323765,0.603688454860728,0,0.0263157894736842,2323.87857180146,1369.73585653967,0,0,947.813445856653,586.001816813479,0,0.0632911392405063,1464.69226749438,255.312515829026,0.0108695652173913,0.010989010989011,5157.71542273298,2109.80003039286,0,0.0602409638554217,793.829015927706,177.316205926672,0,0,2113.77704804839,745.706965426393,0.151515151515152,0.0952380952380952,1345.53225181697,117.666273340624,"Normal",0.725779211011569
"","Szebényi et al. 2021","szebenyi_8","GSE180122","GSM5456189","cerebral","undirected","Giandomenico et al. 2019","Cell line/Condition","No annotation","Normal","WTSli042-B","scRNA-seq 10X","Default Seurat log normalization  ","Default Seurat log normalization  ","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/szebenyi_2021_WT2_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/szebenyi_2021_WT2_seurat_processed.Rdata",17194,17192,1.25276307775331,1.17847986488354,1999.83166589111,1896,2909.68748299964,2966.40390921944,0.999657554812468,0.797600938797661,0.960336665047025,0.90951755501243,0.712707410433459,0.896279085504374,0.489427554094769,0.679851279388878,0.841798222912353,0.914375111111111,0.694573244352595,0.978097562195421,0.926342772174813,0.583098103995148,0,0.0263157894736842,2325.8090994035,1372.09459978016,0,0,948.01898672724,586.001816813479,0,0.0632911392405063,1465.30950453725,255.69248216936,0.0108695652173913,0.010989010989011,5160.4222403484,2110.18482145975,0,0.0602409638554217,794.686599770193,177.316205926672,0,0,2115.25730814744,746.087854584091,0.151515151515152,0.0952380952380952,1346.98524360808,118.515269803553,"Normal",0.725865778986383
"","Szebényi et al. 2021","szebenyi_9","GSE180122","GSM5456190","cerebral","undirected","Giandomenico et al. 2019","Cell line/Condition","No annotation","Normal","A18945","scRNA-seq 10X","Default Seurat log normalization  ","Default Seurat log normalization  ","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/szebenyi_2021_WT3_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/szebenyi_2021_WT3_seurat_processed.Rdata",16410,16373,1.23518578678342,1.17087168781172,2329.72546265193,2227,3073.75591635695,3143.21009994063,0.99957523907449,0.800124936445772,0.958956291291329,0.924039344579245,0.678114439487371,0.888232619588509,0.470268419611065,0.547463228535483,0.852507925724638,0.92210197979798,0.624921196838175,0.977318939602324,0.944194465994311,0.622409964407926,0,0.0263157894736842,3218.07947115683,1840.45292331444,0,0,826.879900231886,483.127608505598,0,0.0253164556962025,1327.13625179823,279.373056527299,0.0108695652173913,0.021978021978022,4542.22797754279,2269.94853809685,0,0.0240963855421687,881.425485292609,220.108306790856,0,0.0133333333333333,3466.53578990968,1289.28284060833,0.151515151515152,0.0238095238095238,1907.80124417625,224.532599614454,"Normal",0.719566146728302
"","Szebényi et al. 2021","szebenyi_10","GSE180122","GSM5456191","cerebral","undirected","Giandomenico et al. 2019","Cell line/Condition","No annotation","Normal","A18945","scRNA-seq 10X","Default Seurat log normalization  ","Default Seurat log normalization  ","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/szebenyi_2021_WT4_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/szebenyi_2021_WT4_seurat_processed.Rdata",9241,9236,1.19832352099718,1.20622044300631,2205.30175400606,1991.5,3069.79049813999,3022.093259931,0.999612686388268,0.756973772523894,0.949578659903178,0.913200802989196,0.660436749171756,0.86941946606087,0.496247359280855,0.587557193901473,0.815180728088337,0.889579313131313,0.600536048016772,0.980127472482213,0.953689552624774,0.60009100274136,0,0.0131578947368421,2063.8258819632,1144.65202816384,0,0,625.262530181881,385.063081218858,0,0.0379746835443038,827.857142683314,243.697880535802,0.0108695652173913,0,2402.35067500487,1381.05066402208,0,0.0602409638554217,479.060795372443,110.976232860311,0,0.0133333333333333,2201.23418145436,875.745826751047,0.151515151515152,0.119047619047619,1130.11872735773,110.820200249838,"Normal",0.679118470269272
"","Velasco et al. 2019","velasco_1","GSE129519","GSE129519_expression_11a.6mon.txt","dorsal patterned forebrain","directed dorsal forebrain","Modified from Kadoshima et al. 2013","Cell line/Age","month_6","Normal","11a","scRNA-seq 10X","log(CPM+1)","log(CPM+1)","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/velasco_2019_11a_6mon_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/velasco_2019_11a_6mon_seurat_processed.Rdata",25618,25614,0.836608567692776,0.813597801438615,1595.94631841961,1349,9352.32557039691,8346.8101813716,0.999700079728114,0.767820177174809,0.961527388060271,0.886713113668889,0.726322584552527,0.88758667246685,0.492273696411161,0.784106308050949,0.845036447550034,0.732196848484848,0.573030480503445,0.965216947887692,0.753430954228084,0.607031923036001,0,0,23002.4679422887,14226.7377871816,0,0,10652.2456646144,6282.85262981579,0,0.0126582278481013,7596.14341847709,1732.28116110127,0,0.0108695652173913,10115.6050353442,3583.53772913926,0,0.0120481927710843,6588.19298742511,1746.53124570894,0,0.0266666666666667,21585.6057395426,9392.60997138375,0,0.141414141414141,10824.876674922,641.992431156227,"Normal",0.735842727692818
"","Velasco et al. 2019","velasco_2","GSE129519","GSE129519_expression_GM.6mon.txt","dorsal patterned forebrain","directed dorsal forebrain","Modified from Kadoshima et al. 2013","Cell line/Age","month_6","Normal","GM08330","scRNA-seq 10X","log(CPM+1)","log(CPM+1)","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/velasco_2019_GM_6mon_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/velasco_2019_GM_6mon_seurat_processed.Rdata",15256,15218,0.70313469566772,0.681666573975197,2013.86331975292,1737,11247.9972298537,10261.0310424123,0.999734988240958,0.710442135519946,0.946252362684467,0.779497900585692,0.729802723873405,0.88901006976332,0.506272986523361,0.832844404443894,0.850524068322981,0.821277737373737,0.616416361712419,0.949519465319669,0.799783423842772,0.690207006720768,0,0,15138.0893495064,10230.7271988559,0,0,7766.28894280521,5225.26654071151,0,0.0126582278481013,4965.22388410281,1440.21174423074,0,0.0326086956521739,3436.12850690939,1000.87111496291,0,0.0481927710843374,5130.70735326483,1286.83423768607,0,0,11790.7310439129,6700.24852864382,0,0.191919191919192,7260.97910875825,419.843412948981,"Normal",0.708854761672928
"","Velasco et al. 2019","velasco_3","GSE129519","GSE129519_expression_HUES66.3mon.txt","dorsal patterned forebrain","directed dorsal forebrain","Modified from Kadoshima et al. 2013","Cell line/Age","month_3","Normal","HUES66","scRNA-seq 10X","log(CPM+1)","log(CPM+1)","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/velasco_2019_HUES66_3mon_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/velasco_2019_HUES66_3mon_seurat_processed.Rdata",32959,32957,0.651888773538489,0.629685548170715,1756.8791455533,1667,10261.6093138992,10001.5374350807,0.999671225279036,0.839691213639487,0.959400654047027,0.918126362044943,0.715841722538081,0.887652311212077,0.516844382732052,0.664802868542501,0.837425325655625,0.838701575757576,0.730329052161165,0.955509171615186,0.896900698215671,0.676196703209955,0,0,13943.8079793625,7371.74593720374,0,0,9548.80319902858,5726.46909342549,0,0,8717.37739244333,2321.72387301214,0,0.0108695652173913,28408.2399743802,13228.6925309637,0,0.0120481927710843,5498.10241276908,1360.17148015911,0,0.0133333333333333,11196.9186438621,3096.96701840861,0,0.111111111111111,10367.5798898732,686.527564396903,"Normal",0.744166541743226
"","Velasco et al. 2019","velasco_4","GSE129519","GSE129519_expression_PGP1.3mon.batch2.txt","dorsal patterned forebrain","directed dorsal forebrain","Modified from Kadoshima et al. 2013","Cell line/Age","month_3","Normal","PGP1","scRNA-seq 10X","log(CPM+1)","log(CPM+1)","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/velasco_2019_PGP1_3mon_batch2_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/velasco_2019_PGP1_3mon_batch2_seurat_processed.Rdata",27646,27608,0.64945602401664,0.626649210249401,1952.23547522457,1814,11027.6259014327,10610.4805277107,0.99963079975647,0.847205296522153,0.975448464859282,0.898837336370724,0.704588783865706,0.92338079816972,0.882092323495968,0.692429596335758,0.834811454020014,0.907388444444445,0.787735057241871,0.93052607527633,0.939879751745539,0.954057589633532,0,0,12966.9815564969,7350.11099986026,0,0,9178.53598268669,5411.46012577865,0,0.0253164556962025,8518.20331862777,2593.08585237758,0,0.0108695652173913,26168.9652821538,12008.8359404806,0,0.0120481927710843,4629.663791636,1066.09042151234,0,0.0133333333333333,9986.36656048356,3398.1941217293,0,0.0101010101010101,10050.694063288,969.13769714327,"Normal",0.753922711034803
"","Velasco et al. 2019","velasco_5","GSE129519","GSE129519_expression_PGP1.3mon.txt","dorsal patterned forebrain","directed dorsal forebrain","Modified from Kadoshima et al. 2013","Cell line/Age","month_3","Normal","PGP1","scRNA-seq 10X","log(CPM+1)","log(CPM+1)","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/velasco_2019_PGP1_3mon_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/velasco_2019_PGP1_3mon_seurat_processed.Rdata",17774,17767,0.570363483934638,0.568027467917533,2095.89666235155,2005,11824.3825963466,11573.4001260131,0.999456208369157,0.811170707114586,0.962845149087616,0.894424074334818,0.678988892881206,0.871208371598434,0.766326394106857,0.649747571373738,0.825301123619738,0.851641535353535,0.720930492813525,0.954970804104341,0.936490496508922,0.87134732598545,0,0,7451.86727498758,4471.61500230661,0,0,5000.34750651578,2967.86392777479,0,0.0253164556962025,6739.49652476782,1917.07378200594,0,0.0108695652173913,17918.0159146619,10378.1597739414,0,0.0120481927710843,3367.79539749232,770.786366037684,0,0,5847.89378201375,1914.33457362963,0,0.0303030303030303,5519.99179453876,425.370822455389,"Normal",0.722558503398501
"","Velasco et al. 2019","velasco_6","GSE129519","GSE129519_expression_PGP1.6mon.batch3.txt","dorsal patterned forebrain","directed dorsal forebrain","Modified from Kadoshima et al. 2013","Cell line/Age","month_6","Normal","PGP1","scRNA-seq 10X","log(CPM+1)","log(CPM+1)","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/velasco_2019_PGP1_6mon_batch3_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/velasco_2019_PGP1_6mon_batch3_seurat_processed.Rdata",25776,25769,0.764509326161525,0.743943732597351,1903.39524234545,1796,10367.103611251,10056.153687302,0.999627186847449,0.762190939843897,0.932675004006706,0.871489838120236,0.680876835196167,0.856328838190987,0.487559899834539,0.748703125851434,0.868128342822636,0.862606222222222,0.746478260274875,0.907748912845753,0.889094905611585,0.6096296198233,0,0,22140.495618188,10903.4047064025,0,0,13526.8867061712,8675.0382689609,0,0,7951.39831884007,2756.68165027779,0,0,8304.53437575334,2933.24319610469,0,0.0240963855421687,4506.26083562728,1620.30718399025,0,0,20693.3234138282,9689.71772353248,0,0.131313131313131,12922.1563238884,661.93045864871,"Normal",0.729789834757811
"","Velasco et al. 2019","velasco_7","GSE129519","GSE129519_expression_PGP1.6mon.txt","dorsal patterned forebrain","directed dorsal forebrain","Modified from Kadoshima et al. 2013","Cell line/Age","month_6","Normal","PGP1","scRNA-seq 10X","log(CPM+1)","log(CPM+1)","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/velasco_2019_PGP1_6mon_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/velasco_2019_PGP1_6mon_seurat_processed.Rdata",21213,21209,0.775798488804877,0.735505972230403,1783.58437455797,1560,10232.8139603625,9425.36476081867,0.999677425812087,0.750308517153676,0.956572873711176,0.884721270702558,0.71867819288173,0.880131245267211,0.505339391302947,0.776531652831147,0.871534247757074,0.740673292929293,0.633712334575532,0.981939191928998,0.805118955262477,0.668041023800453,0,0,21594.8805381453,14143.3877569741,0,0,9476.00541147599,6429.98241304572,0,0.0253164556962025,6527.30520035982,1458.10926414185,0,0.0217391304347826,8096.33856630153,2867.41848571497,0,0.0240963855421687,4318.18942373104,959.413680113709,0,0,21929.7746655344,12380.2031726856,0,0.0707070707070707,10059.0742957533,760.36264070437,"Normal",0.716109382147343
"","Vértesy et al. 2022","vertesy_bhaduri_1","GSE205554","Bhaduri et al. 2022","cortical","directed cortical","Authors developed the protocol","Cell line/Age","wk10","Normal","H1S","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/vertesy_2022_bhaduri_H1SWeek10_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/vertesy_2022_bhaduri_H1SWeek10_seurat_processed.Rdata",14804,14804,1.50445296790203,1.41357448777943,865.477100783572,769,1279.52019724399,1083,0.977839490169714,0.764198825156889,0.936639766618925,0.888933916784176,0.733965258297436,0.809719077770796,0.545448906387086,0.708568441361767,0.88683952294686,0.78322294949495,0.660292780946483,0.966917855806745,0.933622317041634,0.482097809314935,0,0.0394736842105263,1001.51315789474,453,0.0101010101010101,0.0102040816326531,782.948979591837,462.5,0.0126582278481013,0.0897435897435897,392.961538461538,150,0,0.0217391304347826,2056.42391304348,607.5,0,0.0602409638554217,319.349397590361,100,0,0.106666666666667,650.413333333333,143,0.0404040404040404,0.231578947368421,875.2,42,"Normal",0.680507391731656
"","Vértesy et al. 2022","vertesy_bhaduri_2","GSE205554","Bhaduri et al. 2022","cortical","directed cortical","Authors developed the protocol","Cell line/Age","wk10","Normal","H28126S","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/vertesy_2022_bhaduri_H28126SWeek10_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/vertesy_2022_bhaduri_H28126SWeek10_seurat_processed.Rdata",15117,15117,2.37265513672383,2.26769911504425,1217.36581332275,1093,2559.86187735662,2080,0.984873677565446,0.76293315533051,0.873634730889285,0.857027153685954,0.745576748484586,0.795702772810028,0.515297740320699,0.709168449625354,0.882397342995169,0.764567919191919,0.822477148637374,0.792574794103846,0.838633953969485,0.593126547254988,0,0.0263157894736842,3070.22368421053,615.5,0.0101010101010101,0,3443.20408163265,1561.5,0.0126582278481013,0.0512820512820513,610.794871794872,252,0,0.0217391304347826,980.565217391304,226.5,0,0.0963855421686747,880.349397590361,112,0,0.106666666666667,1322.4,371,0.0404040404040404,0.231578947368421,2087.06315789474,69,"Normal",0.70815176703623
"","Vértesy et al. 2022","vertesy_bhaduri_3","GSE205554","Bhaduri et al. 2022","cortical","directed cortical","Authors developed the protocol","Cell line/Age","wk24","Normal","H1S","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/vertesy_2022_bhaduri_wk24H1S_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/vertesy_2022_bhaduri_wk24H1S_seurat_processed.Rdata",1076,1075,2.00071869712737,1.96383433793506,1766.32930232558,1674,4847.28558139535,4085,0.958506179295004,0.57803119250675,0.80126859938284,0.550726441482241,0.577920546801251,0.770360964763884,0.50055260419947,0.747971379246541,0.591419459541063,0.761553454545455,0.566813268525116,0.955426308127633,0.812468644944401,0.450932312298265,0,0.0789473684210526,1897.63157894737,255,0.0101010101010101,0.0510204081632653,122.948979591837,54,0.0126582278481013,0.5,60.4358974358974,5,0,0.58695652173913,79.7717391304348,0,0,0.469879518072289,49.5180722891566,9,0,0.133333333333333,832.88,181,0.0404040404040404,0.484210526315789,1233.63157894737,12,"Normal",0.607057980121061
"","Vértesy et al. 2022","vertesy_eichmueller_1","GSE205554","Eichmueller et al. 2022","dorsal organoid","directed cortical","Lancaster et al. 2017","Cell line","day_110","Normal","Patient_cell_line_122580","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/vertesy_2022_eichmueller_122580.WT_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/vertesy_2022_eichmueller_122580_processed.Rdata",9519,9515,1.87367128428477,1.6602809706258,1683.35176037835,1496,3336.5556489753,2760,0.989598898746272,0.824013127504312,0.946970071815432,0.892604056555994,0.790742010043169,0.909847229606715,0.479370948598558,0.779880800753543,0.8556461352657,0.915916282828283,0.700268210524745,0.911651832141129,0.886894879751746,0.518799960186301,0,0.0394736842105263,2699.59210526316,1176,0.0101010101010101,0,1679.41836734694,948.5,0.0126582278481013,0.0769230769230769,920.487179487179,235.5,0,0.0760869565217391,2764.33695652174,548.5,0,0.120481927710843,1974.9156626506,196,0,0.04,2009.44,433,0.0404040404040404,0.284210526315789,766.684210526316,73,"Normal",0.736752027670892
"","Vértesy et al. 2022","vertesy_eichmueller_2","GSE205554","Eichmueller et al. 2022","dorsal organoid","directed cortical","Lancaster et al. 2017","Cell line","day_110","Normal","Patient_cell_line_81949","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/vertesy_2022_eichmueller_81949.WT_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/vertesy_2022_eichmueller_81949_processed.Rdata",6006,5866,5.2282647367584,4.17760732551591,2980.01926355268,3141,7678.98312308217,7353,0.974880053861638,0.853494702437729,0.924051714488503,0.844795990097657,0.751514599167126,0.867318027293087,0.457486533369853,0.76271349844938,0.830389762336094,0.893425777777778,0.753868349292916,0.958949722456348,0.908017520041376,0.524046591834563,0,0.0394736842105263,3057.44736842105,1184.5,0.0101010101010101,0.0102040816326531,705.091836734694,472.5,0.0126582278481013,0.0512820512820513,1359.80769230769,485,0,0.0543478260869565,6143.72826086957,1599,0,0.072289156626506,2424.69879518072,323,0,0.0266666666666667,1671.58666666667,434,0.0404040404040404,0.221052631578947,928.705263157895,62,"Normal",0.707407900251785
"","Vértesy et al. 2022","vertesy_eichmueller_3","GSE205554","Eichmueller et al. 2022","dorsal organoid","directed cortical","Lancaster et al. 2017","Cell line","day_110","Normal","Patient_cell_line_82546","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/vertesy_2022_eichmueller_82546.WT_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/vertesy_2022_eichmueller_82546_processed.Rdata",11782,11402,4.48053342441777,3.90829162385356,3269.04499210665,3335,8189.05455183301,7826,0.992187621294876,0.875969588193077,0.936326130590627,0.877295380658069,0.759204850723887,0.904124607279231,0.47412322265626,0.754951116093216,0.850320803140097,0.922262626262626,0.795241097263308,0.93710416136512,0.932451512800621,0.55183013083115,0,0.0263157894736842,9267.1447368421,3747.5,0.0101010101010101,0,3686.90816326531,2548,0.0126582278481013,0.0384615384615385,2576.20512820513,496,0,0.0326086956521739,13476.2608695652,2943,0,0.0843373493975904,3729.55421686747,454,0,0.0266666666666667,4670.30666666667,1038,0.0404040404040404,0.2,1900.47368421053,106,"Normal",0.741988711941257
"","Vértesy et al. 2022","vertesy_kanton_1","GSE205554","Kanton et al. 2019","cerebral","undirected","Lancaster and Knoblich 2014","Author defined batch","day_120_128","Normal","KAN025","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/vertesy_2022_kanton_KAN025_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/vertesy_2022_kanton_KAN025_seurat_processed.Rdata",4297,4088,3.30694356028365,2.84425485801616,3485.72284735812,3523,9465.49657534247,9046,0.974058385586251,0.826347242557196,0.956866984998385,0.881933531156023,0.802688874304313,0.936639534696377,0.482699316623141,0.80016491245089,0.848505434782609,0.948469333333333,0.698919697246645,0.953775167332762,0.935750581846392,0.65283949636651,0,0.0263157894736842,2850.73684210526,1178.5,0.0101010101010101,0,987.826530612245,565.5,0.0126582278481013,0.0128205128205128,873.307692307692,282.5,0,0.0217391304347826,3553.01086956522,1028,0,0.0481927710843374,2717.6265060241,693,0,0.0133333333333333,2262.65333333333,1009,0.0404040404040404,0.2,1322.88421052632,73,"Normal",0.724430431887187
